,id,address,region,village,takeup_survey,age,agpop,educ,rice_inc,ricearea_2010,disaster_loss,insurance_repay,insurance_buy,disaster_prob,general_trust,male,default,delay,intensive,info_takeup_rate,info_takeup_list,info_none,understanding,day,risk_averse,literacy,educ_good,reveal,disaster_yes
2051,3334035,xingzengxingzeng1,3,xingzeng,0,48.0,5.0,1.0,100.0,17.0,,0,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,,30.0,0.6,1.0,0.0,0.0,0.0
2052,3334036,xingzengxingzeng1,3,xingzeng,0,74.0,6.0,1.0,100.0,11.0,15.0,1,1,50.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,33.0,1.0,1.0,0.0,,1.0
2053,3334038,xingzengxingzeng1,3,xingzeng,1,44.0,4.0,2.0,100.0,35.0,15.0,1,1,20.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.4,33.0,0.0,1.0,1.0,,1.0
2054,3334039,xingzengxingzeng1,3,xingzeng,1,59.0,6.0,0.0,60.0,10.0,,0,0,30.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,,
2055,3334040,xingzengxingzeng1,3,xingzeng,1,59.0,10.0,1.0,20.0,30.0,20.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.2,30.0,0.39999998,1.0,0.0,0.0,1.0
2056,3334042,xingzengxingzeng1,3,xingzeng,0,48.0,3.0,2.0,80.0,12.0,10.0,0,0,50.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,33.0,0.0,1.0,1.0,,1.0
2057,3334043,xingzengxingzeng1,3,xingzeng,0,60.0,8.0,2.0,60.0,22.0,,0,1,40.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,33.0,0.0,1.0,1.0,,1.0
2058,3334045,xingzengxingzeng1,3,xingzeng,1,54.0,6.0,0.0,60.0,10.0,,0,0,50.0,1,0.0,1,1.0,0.0,0.0,1.0,0.0,0.8,33.0,0.0,0.0,0.0,,
2059,3334047,xingzengxingzeng1,3,xingzeng,0,53.0,4.0,1.0,100.0,17.0,,0,0,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,33.0,0.0,1.0,0.0,,1.0
2060,3334048,xingzengxingzeng1,3,xingzeng,1,62.0,3.0,1.0,100.0,5.0,,0,0,30.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,33.0,0.0,1.0,0.0,,0.0
2061,3334049,xingzengxingzeng1,3,xingzeng,1,54.0,4.0,2.0,70.0,12.0,,1,1,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,33.0,0.2,1.0,1.0,,
2062,3334050,xingzengxingzeng1,3,xingzeng,0,58.0,3.0,2.0,100.0,20.0,20.0,1,1,50.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.2,33.0,0.19999999,1.0,1.0,,1.0
2063,3334051,xingzengxingzeng1,3,xingzeng,1,53.0,7.0,1.0,100.0,30.0,35.0,0,1,40.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.6,33.0,0.0,1.0,0.0,,1.0
2064,3334052,xingzengxingzeng1,3,xingzeng,1,59.0,2.0,2.0,100.0,30.0,,1,1,50.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,30.0,0.0,1.0,1.0,0.0,0.0
2065,3334054,xingzengxingzeng1,3,xingzeng,0,48.0,5.0,1.0,100.0,30.0,5.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.2,30.0,0.0,1.0,0.0,0.0,1.0
2066,3334056,xingzengxingzeng1,3,xingzeng,0,45.0,4.0,2.0,100.0,34.0,,0,0,0.0,0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,30.0,0.0,1.0,1.0,,0.0
2067,3334057,xingzengxingzeng1,3,xingzeng,0,58.0,8.0,2.0,40.0,20.0,5.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.4,30.0,0.0,1.0,1.0,0.0,1.0
2068,3334058,xingzengxingzeng1,3,xingzeng,1,58.0,5.0,3.0,35.0,10.0,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,30.0,0.0,1.0,1.0,0.0,0.0
2069,3334060,xingzengxingzeng1,3,xingzeng,1,44.0,5.0,2.0,80.0,40.0,2.0,0,1,40.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,30.0,1.0,1.0,1.0,0.0,1.0
2070,3334063,xingzengxingzeng2,3,xingzeng,0,48.0,9.0,1.0,60.0,23.700000762939453,30.0,1,1,50.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.8,33.0,0.0,1.0,0.0,,1.0
2071,3334064,xingzengxingzeng2,3,xingzeng,0,44.0,5.0,0.0,100.0,15.0,,0,1,20.0,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.2,33.0,0.0,0.0,0.0,,0.0
2072,3334065,xingzengxingzeng2,3,xingzeng,0,60.0,5.0,2.0,100.0,12.5,,0,0,30.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,1.0,1.0,,0.0
2073,3334067,xingzengxingzeng2,3,xingzeng,0,53.0,4.0,3.0,70.0,12.0,20.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,30.0,0.0,1.0,1.0,0.0,1.0
2074,3334068,xingzengxingzeng2,3,xingzeng,1,39.0,5.0,2.0,100.0,30.0,,0,0,50.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.6,33.0,0.6,1.0,1.0,,1.0
2075,3334070,xingzengxingzeng2,3,xingzeng,1,33.0,4.0,2.0,40.0,,,1,1,40.0,1,0.0,1,1.0,1.0,0.0,1.0,0.0,0.4,33.0,0.0,1.0,1.0,,
2076,3334072,xingzengxingzeng2,3,xingzeng,0,38.0,6.0,1.0,70.0,26.0,,1,1,50.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.2,30.0,0.0,1.0,0.0,0.0,0.0
2077,3334075,xingzengxingzeng2,3,xingzeng,1,46.0,7.0,2.0,100.0,24.0,35.0,0,1,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,30.0,1.0,1.0,1.0,0.0,1.0
2078,3334079,xingzengxingzeng2,3,xingzeng,0,54.0,5.0,1.0,100.0,10.0,35.0,0,1,30.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,1.0,0.0,,1.0
2079,3334081,xingzengxingzeng2,3,xingzeng,1,56.0,7.0,1.0,90.0,30.0,20.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,30.0,0.0,1.0,0.0,0.0,1.0
2080,3334082,xingzengxingzeng2,3,xingzeng,1,58.0,5.0,1.0,40.0,5.5,30.0,0,0,50.0,1,0.0,1,1.0,0.0,1.0,0.0,0.0,0.4,33.0,0.0,1.0,0.0,,1.0
2081,3334083,xingzengxingzeng2,3,xingzeng,1,45.0,6.0,1.0,100.0,40.0,,0,1,60.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,,30.0,0.0,1.0,0.0,0.0,0.0
2082,3334084,xingzengxingzeng2,3,xingzeng,0,56.0,8.0,2.0,60.0,21.700000762939453,15.0,1,1,90.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,30.0,0.0,1.0,1.0,0.0,1.0
2083,3334085,xingzengxingzeng2,3,xingzeng,1,44.0,4.0,2.0,100.0,20.0,,1,1,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,33.0,0.0,1.0,1.0,,1.0
2084,3334087,xingzengxingzeng2,3,xingzeng,1,,,,,,,0,0,30.0,1,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,33.0,0.0,,0.0,,
2085,3334088,xingzengxingzeng2,3,xingzeng,1,52.0,4.0,1.0,70.0,15.0,20.0,0,1,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,30.0,0.0,1.0,0.0,0.0,1.0
2086,3334090,xingzengxingzeng2,3,xingzeng,1,33.0,4.0,2.0,70.0,12.0,,0,0,50.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,,30.0,1.0,1.0,1.0,0.0,0.0
2087,3334091,xingzengxingzeng2,3,xingzeng,1,30.0,4.0,1.0,90.0,20.0,,1,1,40.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.8,33.0,0.6,1.0,0.0,,
2088,3334093,xingzengxingzeng2,3,xingzeng,1,45.0,6.0,1.0,60.0,20.0,30.0,1,0,60.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.6,33.0,0.0,1.0,0.0,,1.0
2089,3334094,xingzengxingzeng2,3,xingzeng,1,45.0,5.0,2.0,100.0,23.0,40.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,30.0,0.0,1.0,1.0,0.0,1.0
2090,3334095,xingzengxingzeng2,3,xingzeng,0,42.0,2.0,0.0,100.0,7.5,20.0,0,0,30.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.8,33.0,0.0,0.0,0.0,,1.0
2091,3334097,xingzengxingzeng2,3,xingzeng,0,36.0,3.0,2.0,80.0,42.0,,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,30.0,0.0,1.0,1.0,0.0,0.0
2092,3334101,xingzengxingzeng2,3,xingzeng,0,37.0,5.0,0.0,100.0,25.0,0.0,0,0,50.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.2,30.0,0.0,0.0,0.0,0.0,0.0
2093,3334102,xingzengxingzeng2,3,xingzeng,1,45.0,5.0,1.0,80.0,10.0,,0,1,40.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.4,33.0,0.0,1.0,0.0,,0.0
2094,3334103,xingzengxingzeng2,3,xingzeng,0,51.0,6.0,1.0,70.0,17.5,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,1.0,0.0,0.0,1.0
2095,3334104,xingzengxingzeng2,3,xingzeng,1,19.0,5.0,2.0,90.0,20.0,,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,33.0,1.0,1.0,1.0,,
2096,3334107,xingzengxingzeng2,3,xingzeng,1,70.0,6.0,1.0,60.0,10.0,,0,0,30.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.8,33.0,0.0,1.0,0.0,,
2097,3334108,xingzengxingzeng2,3,xingzeng,0,77.0,2.0,0.0,30.0,4.0,,1,1,20.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,,30.0,0.8,0.0,0.0,,
2098,3334109,xingzengxingzeng2,3,xingzeng,1,64.0,6.0,1.0,75.0,17.5,,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.0,1.0,0.0,,1.0
2099,3334110,xingzengxingzeng2,3,xingzeng,1,52.0,4.0,2.0,70.0,16.299999237060547,10.0,0,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.6,30.0,0.19999999,1.0,1.0,0.0,1.0
2100,3334111,xingzengxingzeng2,3,xingzeng,1,63.0,5.0,0.0,80.0,21.0,20.0,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,30.0,0.0,0.0,0.0,0.0,1.0
2101,3334112,xingzengxingzeng2,3,xingzeng,1,80.0,2.0,0.0,30.0,4.0,,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,33.0,0.8,0.0,0.0,,
2102,3334113,xingzengxingzeng2,3,xingzeng,1,41.0,4.0,2.0,100.0,30.0,,0,0,30.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.6,33.0,0.0,1.0,1.0,,1.0
2103,3334114,xingzengxingzeng2,3,xingzeng,0,60.0,5.0,0.0,90.0,15.0,,0,1,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,33.0,0.0,0.0,0.0,,0.0
2104,3334115,xingzengxingzeng2,3,xingzeng,1,32.0,7.0,2.0,70.0,13.399999618530273,20.0,0,0,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,33.0,0.19999999,1.0,1.0,,1.0
2105,3334116,xingzengxingzeng2,3,xingzeng,1,81.0,6.0,0.0,80.0,20.0,,1,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,30.0,0.0,0.0,0.0,,0.0
2106,3334118,xingzengxingzeng2,3,xingzeng,0,33.0,6.0,1.0,100.0,31.0,,1,0,10.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.4,33.0,0.0,1.0,0.0,,1.0
2107,3334119,xingzengxingzeng2,3,xingzeng,0,38.0,5.0,2.0,18.0,15.0,,0,1,20.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.8,30.0,0.0,1.0,1.0,0.0,1.0
2108,3334120,xingzengxingzeng2,3,xingzeng,1,44.0,4.0,1.0,30.0,14.0,,1,0,30.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,30.0,1.0,1.0,0.0,0.0,0.0
2109,3335021,yazhoushangbian1,3,yazhou,0,57.0,4.0,1.0,100.0,10.0,,1,1,20.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.6,34.0,0.0,1.0,0.0,0.0,0.0
2110,3335022,yazhoushangbian1,3,yazhou,0,32.0,5.0,2.0,50.0,5.0,20.0,0,0,50.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,34.0,0.0,1.0,1.0,,1.0
2111,3335023,yazhoushangbian1,3,yazhou,0,38.0,4.0,2.0,100.0,11.0,,0,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,,34.0,0.0,1.0,1.0,0.0,0.0
2112,3335024,yazhoushangbian1,3,yazhou,0,38.0,7.0,1.0,100.0,30.0,,0,0,50.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.2,34.0,0.0,1.0,0.0,,1.0
2113,3335025,yazhoushangbian1,3,yazhou,1,77.0,2.0,0.0,30.0,4.0,,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,34.0,0.8,0.0,0.0,,
2114,3335026,yazhoushangbian1,3,yazhou,0,42.0,6.0,0.0,100.0,5.0,20.0,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,34.0,0.0,0.0,0.0,,1.0
2115,3335027,yazhoushangbian1,3,yazhou,0,47.0,5.0,1.0,80.0,18.0,,1,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,34.0,0.8,1.0,0.0,,
2116,3335028,yazhoushangbian1,3,yazhou,0,72.0,2.0,2.0,40.0,5.0,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,34.0,0.4,1.0,1.0,,
2117,3335029,yazhoushangbian1,3,yazhou,1,33.0,2.0,2.0,80.0,18.0,,1,1,40.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,34.0,0.6,1.0,1.0,,
2118,3335030,yazhoushangbian1,3,yazhou,0,40.0,3.0,2.0,100.0,10.0,,0,0,50.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,34.0,0.0,1.0,1.0,,0.0
2119,3335031,yazhoushangbian1,3,yazhou,0,77.0,5.0,2.0,100.0,15.0,,0,1,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,34.0,0.0,1.0,1.0,,0.0
2120,3335033,yazhoushangbian1,3,yazhou,0,48.0,2.0,1.0,100.0,7.0,20.0,0,1,30.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,34.0,0.0,1.0,0.0,,1.0
2121,3335035,yazhoushangbian1,3,yazhou,0,38.0,3.0,1.0,100.0,100.0,,1,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,34.0,0.8,1.0,0.0,,
2122,3335037,yazhoushangbian1,3,yazhou,0,50.0,4.0,2.0,100.0,13.0,80.0,0,1,50.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,34.0,0.0,1.0,1.0,1.0,1.0
2123,3335038,yazhoushangbian1,3,yazhou,0,48.0,4.0,1.0,20.0,2.700000047683716,50.0,0,1,40.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.8,34.0,1.0,1.0,0.0,,1.0
2124,3335040,yazhoushangbian1,3,yazhou,0,49.0,3.0,3.0,100.0,120.0,,0,0,50.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,1.0,1.0,0.0,0.0
2125,3335042,yazhoushangbian1,3,yazhou,0,47.0,4.0,2.0,40.0,7.0,,1,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,34.0,0.8,1.0,1.0,,
2126,3335043,yazhoushangbian1,3,yazhou,0,35.0,4.0,0.0,100.0,15.0,,1,1,30.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.6,34.0,0.6,0.0,0.0,,0.0
2127,3335044,yazhoushangbian1,3,yazhou,0,59.0,4.0,1.0,100.0,10.0,,0,1,20.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,34.0,0.0,1.0,0.0,0.0,0.0
2128,3335045,yazhoushangbian1,3,yazhou,0,55.0,2.0,0.0,100.0,6.0,30.0,0,0,30.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,34.0,0.19999999,0.0,0.0,0.0,1.0
2129,3335046,yazhoushangbian1,3,yazhou,0,46.0,4.0,0.0,100.0,10.0,0.0,0,0,40.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.2,34.0,0.0,0.0,0.0,,0.0
2130,3335048,yazhoushangbian1,3,yazhou,0,20.0,5.0,3.0,90.0,13.0,,0,0,1.0,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.4,34.0,0.39999998,1.0,1.0,,0.0
2131,3335049,yazhoushangbian1,3,yazhou,1,40.0,5.0,2.0,10.0,4.5,,1,1,20.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.6,34.0,0.8,1.0,1.0,,
2132,3335050,yazhoushangbian1,3,yazhou,1,52.0,4.0,2.0,75.0,7.0,,0,0,10.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,34.0,0.0,1.0,1.0,,0.0
2133,3335052,yazhoushangbian1,3,yazhou,0,43.0,5.0,3.0,30.0,6.300000190734863,,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,34.0,0.0,1.0,1.0,,0.0
2134,3335053,yazhoushangbian2,3,yazhou,1,40.0,5.0,0.0,90.0,25.0,,0,0,50.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,,1.0
2135,3335054,yazhoushangbian1,3,yazhou,0,77.0,2.0,0.0,100.0,1.899999976158142,,1,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.4,34.0,0.0,0.0,0.0,0.0,0.0
2136,3335056,yazhoushangbian1,3,yazhou,1,70.0,2.0,2.0,60.0,10.0,,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.8,34.0,0.2,1.0,1.0,,
2137,3335057,yazhoushangbian1,3,yazhou,1,72.0,2.0,2.0,100.0,1.5,,0,1,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.2,34.0,0.0,1.0,1.0,,0.0
2138,3335058,yazhoushangbian1,3,yazhou,0,47.0,3.0,1.0,60.0,7.5,,0,0,0.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,34.0,0.0,1.0,0.0,0.0,0.0
2139,3335059,yazhoushangbian1,3,yazhou,0,51.0,2.0,0.0,100.0,9.0,35.0,0,1,20.0,1,0.0,1,1.0,1.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,,1.0
2140,3335062,yazhoushangbian1,3,yazhou,0,40.0,4.0,1.0,100.0,14.0,,1,1,50.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.6,34.0,0.0,1.0,0.0,,0.0
2141,3335064,yazhoushangbian1,3,yazhou,1,50.0,5.0,1.0,70.0,6.800000190734863,20.0,1,1,40.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.4,34.0,0.0,1.0,0.0,,1.0
2142,3335065,yazhoushangbian1,3,yazhou,1,42.0,3.0,0.0,100.0,6.0,80.0,0,1,50.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.2,34.0,0.0,0.0,0.0,0.0,1.0
2143,3335066,yazhoushangbian1,3,yazhou,0,41.0,4.0,1.0,30.0,3.5999999046325684,,1,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,34.0,0.0,1.0,0.0,1.0,0.0
2144,3335071,yazhoushangbian2,3,yazhou,1,36.0,4.0,1.0,100.0,6.0,20.0,1,1,30.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,32.0,0.0,1.0,0.0,,1.0
2145,3335072,yazhoushangbian2,3,yazhou,1,47.0,5.0,0.0,100.0,5.0,50.0,0,1,20.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.6,32.0,0.39999998,0.0,0.0,0.0,1.0
2146,3335073,yazhoushangbian2,3,yazhou,1,50.0,6.0,0.0,100.0,8.0,20.0,0,0,50.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,,1.0
2147,3335075,yazhoushangbian2,3,yazhou,0,33.0,4.0,2.0,100.0,12.0,,1,1,40.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.4,32.0,0.6,1.0,1.0,0.0,0.0
2148,3335076,yazhoushangbian2,3,yazhou,1,45.0,5.0,0.0,100.0,5.0,20.0,0,0,50.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,,1.0
2149,3335077,yazhoushangbian2,3,yazhou,0,44.0,5.0,1.0,60.0,17.0,70.0,0,1,50.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.6,32.0,0.0,1.0,0.0,0.0,1.0
2150,3335079,yazhoushangbian2,3,yazhou,1,57.0,4.0,2.0,90.0,6.0,30.0,0,0,30.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,1.0,32.0,0.0,1.0,1.0,,1.0
2151,3335080,yazhoushangbian2,3,yazhou,0,42.0,4.0,0.0,70.0,8.0,,1,0,20.0,0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,,0.0
2152,3335081,yazhoushangbian2,3,yazhou,0,46.0,7.0,1.0,100.0,16.0,70.0,1,1,50.0,1,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,32.0,0.0,1.0,0.0,,1.0
2153,3335082,yazhoushangbian2,3,yazhou,0,56.0,5.0,1.0,100.0,10.0,,0,0,10.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0
2154,3335083,yazhoushangbian2,3,yazhou,0,70.0,2.0,0.0,50.0,2.0,0.0,1,0,50.0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.2,32.0,0.0,0.0,0.0,,0.0
2155,3335086,yazhoushangbian2,3,yazhou,0,46.0,5.0,0.0,100.0,11.0,50.0,1,1,20.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,32.0,0.0,0.0,0.0,0.0,1.0
2156,3335088,yazhoushangbian2,3,yazhou,1,58.0,2.0,1.0,90.0,6.0,,1,1,30.0,1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.2,32.0,0.39999998,1.0,0.0,,0.0
2157,3335089,yazhoushangbian2,3,yazhou,0,73.0,6.0,0.0,30.0,4.0,,1,1,20.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,,32.0,0.8,0.0,0.0,,
2158,3335091,yazhoushangbian2,3,yazhou,1,28.0,5.0,2.0,100.0,175.0,,1,1,50.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.8,32.0,0.6,1.0,1.0,0.0,1.0
2159,3335092,yazhoushangbian2,3,yazhou,0,51.0,1.0,1.0,100.0,4.0,,1,1,40.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,,32.0,0.0,1.0,0.0,0.0,0.0
2160,3335093,yazhoushangbian2,3,yazhou,0,57.0,7.0,2.0,100.0,16.0,4.0,1,1,50.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.6,32.0,1.0,1.0,1.0,,1.0
2161,3335095,yazhoushangbian2,3,yazhou,0,44.0,4.0,1.0,100.0,16.0,30.0,1,1,20.0,1,1.0,0,1.0,1.0,0.0,1.0,0.0,0.4,32.0,0.0,1.0,0.0,,1.0
2162,3335096,yazhoushangbian2,3,yazhou,0,41.0,2.0,2.0,60.0,5.0,20.0,1,1,20.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,32.0,0.0,1.0,1.0,0.0,1.0
2163,3335097,yazhoushangbian2,3,yazhou,0,38.0,3.0,2.0,40.0,7.0,,1,0,20.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,0.0,1.0,1.0,0.0,0.0
2164,3335098,yazhoushangbian2,3,yazhou,0,46.0,4.0,2.0,60.0,7.0,20.0,1,1,50.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,32.0,0.19999999,1.0,1.0,0.0,1.0
2165,3335100,yazhoushangbian2,3,yazhou,0,59.0,10.0,0.0,100.0,25.0,50.0,1,1,40.0,1,1.0,0,1.0,1.0,0.0,1.0,0.0,0.8,32.0,0.0,0.0,0.0,,1.0
2166,3335101,yazhoushangbian2,3,yazhou,0,50.0,2.0,1.0,30.0,2.0,,0,0,50.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,32.0,0.0,1.0,0.0,1.0,0.0
2167,3335102,yazhoushangbian2,3,yazhou,0,34.0,6.0,2.0,100.0,8.0,20.0,1,1,20.0,1,1.0,0,1.0,1.0,0.0,1.0,0.0,0.8,32.0,0.0,1.0,1.0,,1.0
2168,3335104,yazhoushangbian2,3,yazhou,1,40.0,4.0,2.0,100.0,7.0,80.0,1,1,100.0,1,1.0,0,1.0,1.0,1.0,0.0,0.0,0.6,32.0,0.19999999,1.0,1.0,,1.0
2169,3335105,yazhoushangbian2,3,yazhou,0,36.0,4.0,1.0,20.0,7.0,0.0,1,1,20.0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.6,32.0,0.0,1.0,0.0,,0.0
2170,3335107,yazhoushangbian2,3,yazhou,1,46.0,5.0,1.0,100.0,87.0,15.0,0,0,10.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.8,32.0,0.39999998,1.0,0.0,0.0,1.0
2171,3335108,yazhoushangbian2,3,yazhou,0,41.0,4.0,1.0,30.0,2.0,,0,1,40.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.4,32.0,0.0,1.0,0.0,,0.0
2172,3335109,yazhoushangbian2,3,yazhou,0,36.0,4.0,1.0,13.0,3.0,0.0,1,1,50.0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.6,32.0,0.0,1.0,0.0,,0.0
2173,3335112,yazhoushangbian2,3,yazhou,1,24.0,2.0,3.0,90.0,20.0,,1,0,20.0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.6,32.0,0.8,1.0,1.0,,
2174,3335113,yazhoushangbian2,3,yazhou,0,34.0,6.0,0.0,100.0,12.0,50.0,1,1,30.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.2,32.0,0.0,0.0,0.0,0.0,1.0
